date,site,species,indiv.no,stem.wt,dist.top,dist.btm,ht,dbh,dbh2,dbh3
25-Jun,mp,sorsco,3,NA,NA,NA,1.232,2.04,1.33,1.297
25-Jun,mp,sorsco,4,NA,NA,NA,1.908,2.062,NA,NA
26-Jun,mp,sorsco,8,NA,NA,NA,3.256,2,2.9,NA
26-Jun,mp,sorsco,10,NA,NA,NA,2.568,3.132,3.178,2.553
25-Jun,mp,sorsco,11,NA,5,3,4,6.1,NA,NA
25-Jun,mp,sorsco,12,NA,NA,NA,2.55,2.635,3.419,2.95
26-Jun,mp,sorsco,12,NA,NA,NA,4.011,3,2.1,NA
26-Jun,mp,sorsco,13,NA,NA,NA,3.633,3.3,NA,NA
26-Jun,mp,sorsco,14,NA,NA,NA,1.772,1.892,NA,NA
25-Jun,mp,spibet,1,NA,NA,NA,0.261,0.319,NA,NA
23-Jun,mp,spibet,2,NA,NA,NA,0.494,0.328,NA,NA
25-Jun,mp,spibet,3,NA,NA,NA,0.57,0.343,NA,NA
23-Jun,mp,spibet,4,NA,NA,NA,0.45,0.341,NA,NA
23-Jun,mp,spibet,5,NA,NA,NA,0.675,0.3,NA,NA
23-Jun,mp,spibet,6,NA,NA,NA,0.421,0.286,NA,NA
23-Jun,mp,spibet,7,NA,NA,NA,0.671,0.476,NA,NA
22-Jun,mp,spibet,8,NA,NA,NA,0.608,0.332,NA,NA
22-Jun,mp,spibet,9,NA,NA,NA,0.636,0.36,NA,NA
23-Jun,mp,spibet,10,NA,NA,NA,0.429,0.428,NA,NA
22-Jun,mp,spidou,1,NA,NA,NA,1.094,0.788,NA,NA
22-Jun,mp,spidou,2,NA,NA,NA,1.091,0.652,NA,NA
22-Jun,mp,spidou,3,NA,NA,NA,1.19,0.682,NA,NA
22-Jun,mp,spipyr,1,NA,NA,NA,1.321,0.735,NA,NA
22-Jun,mp,spipyr,2,NA,NA,NA,0.852,0.511,NA,NA
22-Jun,mp,spipyr,3,NA,NA,NA,0.365,0.774,NA,NA
22-Jun,mp,spipyr,4,NA,NA,NA,1.446,0.938,NA,NA
22-Jun,mp,spipyr,5,NA,NA,NA,0.997,0.616,NA,NA
22-Jun,mp,spipyr,6,NA,NA,NA,1.438,1.134,NA,NA
22-Jun,mp,spipyr,7,NA,NA,NA,1.312,1.091,NA,NA
22-Jun,mp,spipyr,8,NA,NA,NA,1.254,0.848,NA,NA
26-Jun,mp,spipyr,9,NA,NA,NA,0.849,0.815,NA,NA
26-Jun,mp,spipyr,10,NA,NA,NA,1.2,0.635,NA,NA
23-Jun,mp,symalb,1,NA,NA,NA,1.015,0.65,NA,NA
25-Jun,mp,symalb,3,NA,NA,NA,1.003,0.701,NA,NA
26-Jun,mp,symalb,4,NA,NA,NA,1.092,0.582,NA,NA
25-Jun,mp,symalb,5,NA,NA,NA,0.78,0.616,NA,NA
23-Jun,mp,symalb,6,NA,NA,NA,1.096,0.532,NA,NA
25-Jun,mp,symalb,7,NA,NA,NA,0.975,0.584,NA,NA
25-Jun,mp,symalb,8,NA,NA,NA,1.461,1.114,NA,NA
22-Jun,mp,symalb,9,NA,NA,NA,0.74,0.804,NA,NA
22-Jun,mp,symalb,10,NA,NA,NA,0.77,0.636,NA,NA
26-Jun,mp,symalb,11,NA,NA,NA,1.003,0.687,0.778,0.768
26-Jun,mp,vacmem,1,NA,NA,NA,1.01,0.874,NA,NA
23-Jun,mp,vacmem,3,NA,NA,NA,1.027,1.202,1.169,NA
23-Jun,mp,vacmem,4,NA,NA,NA,1.082,1.297,NA,NA
23-Jun,mp,vacmem,5,NA,NA,NA,0.825,0.737,NA,NA
25-Jun,mp,vacmem,5,NA,NA,NA,0.992,0.821,NA,NA
25-Jun,mp,vacmem,7,NA,NA,NA,1.133,0.952,NA,NA
26-Jun,mp,vacmem,8,NA,NA,NA,0.701,0.662,NA,NA
26-Jun,mp,vacmem,8,NA,NA,NA,1.069,1.771,NA,NA
23-Jun,mp,vacmem,9,NA,NA,NA,0.53,0.417,NA,NA
22-Jun,mp,vacmem,11,NA,NA,NA,0.865,0.869,NA,NA
23-Jun,mp,vacmem,12,NA,NA,NA,0.839,0.714,NA,NA
23-Jun,mp,vibedu,2,NA,NA,NA,2.326,1.22,NA,NA
23-Jun,mp,vibedu,4,NA,NA,NA,1.615,10.5,NA,NA
26-Jun,mp,vibedu,5,NA,NA,NA,4.31,3.931,NA,NA
22-Jun,mp,vibedu,7,NA,NA,NA,2.172,1.75,NA,NA
26-Jun,mp,vibedu,8,NA,NA,NA,1.723,1.086,NA,NA
22-Jun,mp,vibedu,9,NA,NA,NA,1.331,0.879,NA,NA
22-Jun,mp,vibedu,10,NA,NA,NA,2.604,1.248,NA,NA
23-Jun,mp,vibedu,12,NA,NA,NA,1.461,1.087,NA,NA
26-Jun,mp,vibedu,13,NA,NA,NA,2.561,1.306,NA,NA
26-Jun,mp,vibedu,14,NA,NA,NA,2.61,1.183,2.084,NA
30-May,sm,acegla,2,NA,10,7,7.141428429,0.524,NA,NA
04-Jun,sm,acegla,3,NA,7,6,3.605551275,16.1,9.7,12.6
01-Jun,sm,acegla,7,NA,10,5,8.660254038,7.1,NA,NA
01-Jun,sm,acegla,8,NA,14,7,12.12435565,1.26,NA,NA
29-May,sm,acegla,9,NA,11,13,#NUM!,5,NA,NA
29-May,sm,acegla,10,NA,11,12,#NUM!,24,29.9,14.9
30-May,sm,acegla,11,NA,7,6,3.605551275,2.2,NA,NA
01-Jun,sm,acegla,13,NA,11,8,7.549834435,13.6,10.6,4.5
01-Jun,sm,acegla,14,NA,9,7,5.656854249,0.65,NA,NA
01-Jun,sm,acegla,15,NA,16,12,10.58300524,9.9,NA,NA
03-Jun,sm,alninc,1,NA,8,6,5.291502622,7.5,NA,NA
01-Jun,sm,alninc,1,NA,9,8,4.123105626,6.1,NA,NA
01-Jun,sm,alninc,2,NA,9,7,5.656854249,8.5,NA,NA
01-Jun,sm,alninc,3,NA,7,6,3.605551275,6.4,NA,NA
01-Jun,sm,alninc,4,NA,10,7,7.141428429,6.2,NA,NA
01-Jun,sm,alninc,5,NA,12,8,8.94427191,7.3,8.3,3.4
30-May,sm,alninc,8,NA,9,6,6.708203932,26.9,15.7,11.9
05-Jun,sm,alninc,19,NA,7,3,6.32455532,7.5,6.5,5.3
05-Jun,sm,alninc,20,NA,11,7,8.485281374,10.9,7.3,6.5
03-Jun,sm,alnvir,1,NA,6,5,3.31662479,6.4,3.7,2.4
30-May,sm,alnvir,1,NA,11,8,7.549834435,26.4,22.2,24.1
03-Jun,sm,alnvir,2,NA,7,6,3.605551275,4.5,3.1,3.1
03-Jun,sm,alnvir,2,NA,NA,NA,0.0413,2.1,2.4,2
04-Jun,sm,alnvir,6,NA,NA,NA,2.963,1.221,1.234,1.123
30-May,sm,alnvir,7,NA,10,7,7.141428429,26.7,16.8,8.3
29-May,sm,alnvir,8,NA,7,6,3.605551275,3.5,4.1,3.5
03-Jun,sm,alnvir,9,NA,5,4.18,2.743647208,5.8,5.3,6.9
03-Jun,sm,alnvir,10,NA,NA,NA,0.0522,5,5.7,6.2
05-Jun,sm,alnvir,16,NA,NA,NA,4.079,3.8,3.2,3
05-Jun,sm,alnvir,17,NA,5,2,4.582575695,3.7,3.4,3
05-Jun,sm,alnvir,18,NA,NA,NA,4.452,3.1,3.5,3.6
04-Jun,sm,alnvir,19,NA,NA,NA,3.317,3.445,3.62,2.934
04-Jun,sm,alnvir,20,NA,7,7,7,6.5,5.9,5.4
31-May,sm,amealn,1,NA,9,7,5.656854249,6.7,6.3,8.6
29-May,sm,amealn,2,NA,NA,NA,2.93,2.04,NA,NA
31-May,sm,amealn,3,NA,6,5,3.31662479,3,3,3
31-May,sm,amealn,4,NA,4,3,2.645751311,3.1,NA,NA
31-May,sm,amealn,5,NA,9,8,4.123105626,3.4,NA,NA
31-May,sm,amealn,6,NA,12,10,6.633249581,5.1,4.3,4.1
31-May,sm,amealn,7,NA,4,3,2.645751311,3.3,NA,NA
29-May,sm,amealn,9,NA,NA,NA,3.535,2.39,NA,NA
29-May,sm,amealn,10,NA,NA,NA,2.151,1.66,NA,NA
29-May,sm,amelan,8,NA,NA,NA,3.202,2.48,NA,NA
31-May,sm,betpap,1,NA,12,7,9.746794345,19,NA,NA
30-May,sm,betpap,2,NA,15,10,11.18033989,8.6,NA,NA
30-May,sm,betpap,4,NA,15,11,10.19803903,16.9,NA,NA
01-Jun,sm,betpap,5,NA,13,8,10.24695077,12.7,NA,NA
01-Jun,sm,betpap,6,NA,17,14,9.643650761,12.9,NA,NA
30-May,sm,betpap,7,NA,17,15,8,27.3,NA,NA
29-May,sm,betpap,8,NA,17,13,10.95445115,30.1,NA,NA
29-May,sm,betpap,9,NA,17,13,10.95445115,21.3,NA,NA
29-May,sm,betpap,10,NA,18,14,11.3137085,21.9,NA,NA
29-May,sm,betpap,13,NA,9,7,5.656854249,13.1,NA,NA
01-Jun,sm,betpap,7_2,NA,15,8,12.68857754,1.92,NA,NA
30-May,sm,corsto,2,NA,NA,NA,1.074,0.879,NA,NA
30-May,sm,corsto,3,NA,NA,NA,1.5,1.214,NA,NA
30-May,sm,corsto,4,NA,NA,NA,1.817,1.261,NA,NA
30-May,sm,corsto,5,NA,NA,NA,1.43,0.873,NA,NA
01-Jun,sm,corsto,6,NA,NA,NA,1.91,1.704,NA,NA
01-Jun,sm,corsto,7,NA,NA,NA,2.655,1.415,NA,NA
01-Jun,sm,corsto,8,NA,NA,NA,1.925,1.316,NA,NA
01-Jun,sm,corsto,10,NA,NA,NA,2.266,2,NA,NA
29-May,sm,corsto,11,NA,NA,NA,3.002,2.26,NA,NA
01-Jun,sm,corsto,12,NA,NA,NA,2.66,2.005,NA,NA
01-Jun,sm,corsto,13,NA,NA,NA,1.995,1.383,NA,NA
01-Jun,sm,corsto,14,NA,NA,NA,2.505,1.707,NA,NA
31-May,sm,loninv,1,NA,NA,NA,1.767,1.464,NA,NA
31-May,sm,loninv,2,NA,NA,NA,1.425,0.902,NA,NA
01-Jun,sm,loninv,3,NA,NA,NA,1.197,0.978,NA,NA
03-Jun,sm,loninv,4,NA,NA,NA,1.316,1.612,NA,NA
04-Jun,sm,loninv,5,NA,NA,NA,2.214,2.573,NA,NA
29-May,sm,loninv,6,NA,NA,NA,2.151,2.01,NA,NA
30-May,sm,loninv,7,NA,NA,NA,1.902,1.245,NA,NA
30-May,sm,loninv,8,NA,NA,NA,1.342,0.902,NA,NA
30-May,sm,loninv,9,NA,NA,NA,1.834,1.398,NA,NA
04-Jun,sm,loninv,11,NA,NA,NA,1.521,2.317,NA,NA
03-Jun,sm,menfer,2,888.5,NA,NA,0,NA,NA,NA
03-Jun,sm,menfer,4,676.6,NA,NA,1.603,1.935,1.685,1.637
03-Jun,sm,menfer,6,825.7,NA,NA,1.895,1.233,0.997,0.934
03-Jun,sm,menfer,7,NA,NA,NA,2.006,1.78,1.255,1.323
03-Jun,sm,menfer,8,1072.9,NA,NA,2.776,2.532,1.865,2.672
03-Jun,sm,menfer,9,NA,NA,NA,2.675,3.023,3.151,2.584
04-Jun,sm,menfer,10,547.7,NA,NA,1.095,1.382,1.372,0.939
04-Jun,sm,menfer,11,482.4,NA,NA,2.172,1.529,1.663,1.468
04-Jun,sm,menfer,12,555.2,NA,NA,2.214,1.847,1.72,1.98
04-Jun,sm,menfer,13,656.7,NA,NA,2.038,1.813,1.592,1.434
04-Jun,sm,menfer,14,562.8,NA,NA,1.789,2.498,1.839,1.784
30-May,sm,popbal,1,NA,NA,NA,3.176,2,NA,NA
04-Jun,sm,popbal,3,NA,24,16,17.88854382,37,NA,NA
04-Jun,sm,popbal,5,NA,38,28,6.164414003,88.9,NA,NA
04-Jun,sm,popbal,6,NA,22,14,16.97056275,53.2,NA,NA
30-May,sm,popbal,8,NA,12,10,6.633249581,11.1,NA,NA
04-Jun,sm,popbal,9,NA,25,12,21.9317122,53.4,NA,NA
01-Jun,sm,popbal,10,NA,16,7,14.38749457,15.9,NA,NA
04-Jun,sm,popbal,11,NA,15,8,12.68857754,12.8,23.3,NA
04-Jun,sm,popbal,12,NA,16,11,11.61895004,25.5,24.4,23.3
04-Jun,sm,popbal,20,NA,24,16,17.88854382,28.2,NA,NA
04-Jun,sm,poptre,2,1623.6,13,11,6.92820323,10.7,NA,NA
04-Jun,sm,poptre,3,1844,8,6,5.291502622,7.2,NA,NA
04-Jun,sm,poptre,4,1804.7,17,12,12.04159458,26,8.8,119.2
04-Jun,sm,poptre,5,1337.7,8,7,3.872983346,9.5,NA,NA
31-May,sm,poptre,7,1987,7,5,4.898979486,7.2,NA,NA
31-May,sm,poptre,10,NA,9,7,5.656854249,9.8,NA,NA
31-May,sm,poptre,11,2393.3,8,6,5.291502622,10.9,NA,NA
31-May,sm,poptre,12,2452,7,5,4.898979486,13.7,NA,NA
31-May,sm,poptre,13,2815.2,14,8,11.48912529,27.4,NA,NA
31-May,sm,poptre,14,3319.3,9,7,5.656854249,15.9,NA,NA
03-Jun,sm,poptre,15,2162.9,9,8,4.123105626,8,NA,NA
03-Jun,sm,poptre,16,1924.1,13,8,10.24695077,17.1,NA,NA
03-Jun,sm,poptre,17,1389.9,7,4,5.744562647,7.5,NA,NA
04-Jun,sm,poptre,18,1298.3,7,5,4.898979486,5.9,NA,NA
04-Jun,sm,poptre,19,1455.1,10,8,6,12.6,NA,NA
31-May,sm,rhoalb,1,NA,8,7,3.872983346,3.4,NA,NA
30-May,sm,rhoalb,2,NA,5,3,4,2.6,NA,NA
30-May,sm,rhoalb,3,NA,10,8,6,4.7,NA,NA
30-May,sm,rhoalb,4,NA,10,7,7.141428429,6,NA,NA
31-May,sm,rhoalb,5,NA,8,7,3.872983346,3.5,NA,NA
31-May,sm,rhoalb,6,NA,6,5,3.31662479,4.5,NA,NA
31-May,sm,rhoalb,7,NA,4,3,2.645751311,4.5,NA,NA
31-May,sm,rhoalb,8,NA,6,4,4.472135955,4.6,NA,NA
31-May,sm,rhoalb,9,NA,5,3,4,6.4,NA,NA
31-May,sm,rhoalb,10,NA,8,7,3.872983346,5.1,NA,NA
31-May,sm,riblac,2,NA,NA,NA,1.562,1.591,1.392,3.043
31-May,sm,riblac,3,NA,NA,NA,1.91,1.315,1.479,1.553
03-Jun,sm,riblac,5,NA,NA,NA,1.452,1.021,NA,NA
03-Jun,sm,riblac,6,NA,NA,NA,1.134,0.838,NA,NA
03-Jun,sm,riblac,7,NA,NA,NA,1.483,0.816,NA,NA
04-Jun,sm,riblac,8,883.7,NA,NA,0.556,0.577,0.703,0.831
31-May,sm,riblac,9,NA,NA,NA,1.483,0.678,NA,NA
04-Jun,sm,riblac,10,1145.3,NA,NA,1.128,0.613,NA,NA
03-Jun,sm,riblac,11,1547.8,NA,NA,0.948,0.706,NA,NA
03-Jun,sm,riblac,12,811.6,NA,NA,1.026,0.934,NA,NA
04-Jun,sm,riblac,12_2,757.9,NA,NA,0.757,0.597,NA,NA
31-May,sm,rosaci,1,1329.8,NA,NA,1.881,1.566,NA,NA
31-May,sm,rosaci,2,1705.3,NA,NA,2.181,2.29,NA,NA
01-Jun,sm,rosaci,3,741.8,NA,NA,1.3,0.755,NA,NA
29-May,sm,rosaci,4,659.7,NA,NA,1.612,1.5,NA,NA
31-May,sm,rosaci,5,2217.8,NA,NA,2.501,1.64,NA,NA
01-Jun,sm,rosaci,6,434.6,NA,NA,1.37,1.177,NA,NA
29-May,sm,rosaci,7,1125.9,NA,NA,1.6,1.43,NA,NA
29-May,sm,rosaci,8,819.3,NA,NA,1.972,1.88,NA,NA
29-May,sm,rosaci,9,1052.3,NA,NA,1.842,1.97,NA,NA
29-May,sm,rosaci,10,1293.8,NA,NA,1.745,1.4,NA,NA
05-Jun,sm,rosaci,20,483,NA,NA,1.734,1.119,NA,NA
03-Jun,sm,rubpar,1,521.8,NA,NA,0.867,0.87,NA,NA
03-Jun,sm,rubpar,2,306.9,NA,NA,0.993,0.723,NA,NA
03-Jun,sm,rubpar,3,599.9,NA,NA,0.903,0.703,NA,NA
29-May,sm,rubpar,4,554.7,NA,NA,0.941,0.7,NA,NA
29-May,sm,rubpar,5,1014.9,NA,NA,1.023,0.92,NA,NA
30-May,sm,rubpar,6,831.3,NA,NA,0.789,0.65,NA,NA
29-May,sm,rubpar,7,1194.9,NA,NA,0.888,NA,NA,NA
01-Jun,sm,rubpar,8,447.8,NA,NA,0.737,0.647,NA,NA
01-Jun,sm,rubpar,9,689.1,NA,NA,0.795,0.602,NA,NA
29-May,sm,rubpar,10,843.2,NA,NA,0.664,NA,NA,NA
31-May,sm,rubspe,1,845.1,NA,NA,1.044,0.694,NA,NA
31-May,sm,rubspe,2,573.1,NA,NA,0.889,0.528,NA,NA
04-Jun,sm,rubspe,5,679.7,NA,NA,1.001,0.637,NA,NA
31-May,sm,rubspe,6,597.2,NA,NA,1.065,0.665,NA,NA
31-May,sm,rubspe,7,717.9,NA,NA,1.004,0.53,NA,NA
31-May,sm,rubspe,8,661.9,NA,NA,0.937,0.544,NA,NA
31-May,sm,rubspe,9,727.7,NA,NA,1.05,0.593,NA,NA
31-May,sm,rubspe,10,639.5,NA,NA,0.9,0.575,NA,NA
03-Jun,sm,rubspe,11,566.1,NA,NA,1.955,0.808,NA,NA
03-Jun,sm,rubspe,12,1347.5,NA,NA,1.373,0.825,NA,NA
03-Jun,sm,samrac,2,714.3,NA,NA,2.761,2.857,4.518,4.988
04-Jun,sm,samrac,3,351.5,NA,NA,1.864,3.244,NA,NA
03-Jun,sm,samrac,4,886,NA,NA,1.87,3.972,NA,NA
03-Jun,sm,samrac,5,545.1,NA,NA,1.854,1.916,3.356,NA
03-Jun,sm,samrac,6,627.8,NA,NA,1.806,2.554,1.941,1.938
03-Jun,sm,samrac,7,513,NA,NA,2.075,4.739,3.948,2.963
04-Jun,sm,samrac,8,791.2,NA,NA,2.096,3.018,2.132,2.739
04-Jun,sm,samrac,9,710.5,NA,NA,0.448,1.843,1.948,NA
04-Jun,sm,samrac,10,696.9,NA,NA,2.79,3.973,3.728,3.201
04-Jun,sm,samrac,11,852.8,NA,NA,2.76,2.535,3.319,2.42
30-May,sm,shecan,1,900.2,NA,NA,1.246,2.468,NA,NA
05-Jun,sm,shecan,5,1109.5,NA,NA,1.279,1.483,1.26,1.311
01-Jun,sm,shecan,6,1685.6,NA,NA,1.357,2.627,NA,NA
01-Jun,sm,shecan,7,1191.4,NA,NA,1.812,1.935,NA,NA
01-Jun,sm,shecan,8,1363.9,NA,NA,1.376,2.125,NA,NA
01-Jun,sm,shecan,9,1288.5,13,8,10.24695077,3.968,NA,NA
01-Jun,sm,shecan,10,1152.6,NA,NA,2.246,3.436,NA,NA
01-Jun,sm,shecan,11,850.9,NA,NA,1.643,1.768,NA,NA
01-Jun,sm,shecan,12,1432.1,NA,NA,1.215,1.241,NA,NA
05-Jun,sm,shecan,16,753.4,NA,NA,1.735,26.7,NA,NA
30-May,sm,sorsco,1,NA,NA,NA,5.558,3.8,NA,NA
30-May,sm,sorsco,4,NA,NA,NA,2.004,1.74,NA,NA
01-Jun,sm,sorsco,5,NA,NA,NA,2.297,1.738,NA,NA
03-Jun,sm,sorsco,6,NA,NA,NA,4.496,2.1,NA,NA
01-Jun,sm,sorsco,7,NA,6,5,3.31662479,2.628,NA,NA
04-Jun,sm,sorsco,9,NA,9,8,4.123105626,6.1,6.9,6.6
04-Jun,sm,sorsco,10,NA,NA,NA,2.706,3.7,5.6,4.8
01-Jun,sm,sorsco,11,NA,7,6,3.605551275,6.3,NA,NA
03-Jun,sm,sorsco,12,NA,NA,NA,3.338,2.9,4,NA
04-Jun,sm,sorsco,12_02,NA,5,3,4,3.7,5.7,3.5
29-May,sm,spibet,1,NA,NA,NA,0.489,NA,NA,NA
29-May,sm,spibet,2,NA,NA,NA,0.506,NA,NA,NA
29-May,sm,spibet,3,NA,NA,NA,0.582,NA,NA,NA
29-May,sm,spibet,4,NA,NA,NA,0.554,NA,NA,NA
29-May,sm,spibet,5,NA,NA,NA,0.659,NA,NA,NA
29-May,sm,spibet,6,NA,NA,NA,0.771,NA,NA,NA
29-May,sm,spibet,7,NA,NA,NA,0.905,NA,NA,NA
29-May,sm,spibet,8,NA,NA,NA,0.647,NA,NA,NA
29-May,sm,spibet,9,NA,NA,NA,0.617,NA,NA,NA
29-May,sm,spibet,10,NA,NA,NA,0.755,NA,NA,NA
31-May,sm,spidou,1,NA,NA,NA,0.735,0.654,NA,NA
31-May,sm,spidou,2,NA,NA,NA,0.965,0.772,NA,NA
31-May,sm,spidou,3,NA,NA,NA,0.731,0.553,NA,NA
31-May,sm,spidou,4,NA,NA,NA,0.914,0.925,NA,NA
31-May,sm,spidou,5,NA,NA,NA,0.948,0.894,NA,NA
31-May,sm,spidou,6,NA,NA,NA,0.771,0.86,NA,NA
31-May,sm,spidou,7,NA,NA,NA,0.555,0.483,NA,NA
31-May,sm,spidou,8,NA,NA,NA,0.573,0.435,NA,NA
31-May,sm,spidou,9,NA,NA,NA,0.639,0.568,NA,NA
31-May,sm,spidou,10,NA,NA,NA,0.936,0.832,NA,NA
01-Jun,sm,spipyr,1,NA,NA,NA,1.012,0.838,NA,NA
01-Jun,sm,spipyr,2,NA,NA,NA,0.871,0.674,NA,NA
01-Jun,sm,spipyr,3,NA,NA,NA,0.996,0.82,NA,NA
01-Jun,sm,spipyr,4,NA,NA,NA,0.677,0.562,NA,NA
01-Jun,sm,spipyr,5,NA,NA,NA,0.907,0.647,NA,NA
01-Jun,sm,spipyr,6,NA,NA,NA,0.961,0.585,NA,NA
01-Jun,sm,spipyr,7,NA,NA,NA,0.728,0.625,NA,NA
01-Jun,sm,spipyr,8,NA,NA,NA,0.115,0.658,NA,NA
01-Jun,sm,spipyr,9,NA,NA,NA,1.363,0.972,NA,NA
01-Jun,sm,spipyr,10,NA,NA,NA,1.045,0.513,NA,NA
04-Jun,sm,symalb,2,NA,NA,NA,1.552,1.607,1.718,1.932
29-May,sm,symalb,4,NA,NA,NA,1.393,1.14,NA,NA
31-May,sm,symalb,5,NA,NA,NA,1.051,1.099,NA,NA
31-May,sm,symalb,6,NA,NA,NA,1.387,1.217,NA,NA
30-May,sm,symalb,7,NA,NA,NA,1.49,1.176,0.956,NA
01-Jun,sm,symalb,8,NA,NA,NA,1.284,1.178,NA,NA
31-May,sm,symalb,9,NA,NA,NA,1.137,0.915,NA,NA
29-May,sm,symalb,11,NA,NA,NA,1.271,1.27,NA,NA
01-Jun,sm,symalb,12,NA,NA,NA,1.085,0.735,NA,NA
04-Jun,sm,symalb,12_02,NA,NA,NA,0.876,0.748,NA,NA
04-Jun,sm,symalb,9_02,NA,NA,NA,1.602,1.511,1.069,1.261
03-Jun,sm,vacmem,1,NA,NA,NA,0.689,0.73,NA,NA
03-Jun,sm,vacmem,2,NA,NA,NA,0.761,0.785,NA,NA
03-Jun,sm,vacmem,3,NA,NA,NA,0.646,0.692,NA,NA
03-Jun,sm,vacmem,4,NA,NA,NA,0.758,0.846,NA,NA
03-Jun,sm,vacmem,5,NA,NA,NA,0.556,0.665,NA,NA
03-Jun,sm,vacmem,6,NA,NA,NA,0.595,0.475,NA,NA
03-Jun,sm,vacmem,7,NA,NA,NA,0.47,0.44,NA,NA
04-Jun,sm,vacmem,8,NA,NA,NA,0.609,0.748,NA,NA
04-Jun,sm,vacmem,9,NA,NA,NA,0.55,0.878,NA,NA
04-Jun,sm,vacmem,10,NA,NA,NA,0.569,0.772,NA,NA
30-May,sm,vibedu,1,NA,NA,NA,1.078,0.768,NA,NA
03-Jun,sm,vibedu,5,NA,NA,NA,1.435,0.659,NA,NA
29-May,sm,vibedu,7,NA,NA,NA,2.35,1.72,NA,NA
31-May,sm,vibedu,8,NA,NA,NA,1.316,0.898,NA,NA
30-May,sm,vibedu,9,NA,NA,NA,1.761,1.26,NA,NA
30-May,sm,vibedu,10,NA,NA,NA,1.434,8.73,NA,NA
29-May,sm,vibedu,12,NA,NA,NA,1.604,1.37,NA,NA
05-Jun,sm,vibedu,19,NA,NA,NA,1.911,1.669,NA,NA
05-Jun,sm,vibedu,20,NA,NA,NA,1.936,1.913,NA,NA
04-Jun,sm,vibedu,11_02,NA,NA,NA,1.968,1.004,NA,NA