date,site,species,no,dist.top,dist.btm,ht,dbh,dbh2,dbh3,vol
22-Jun,mp,rhoalb,9,,,144.1,1.339,,,3.62
22-Jun,mp,rhoalb,10,,,149.2,1.128,,,3.08
22-Jun,mp,riblac,2,,,74.5,0.563,,,3.04
22-Jun,mp,riblac,11,,,104.1,0.784,,,1.66
22-Jun,mp,rosaci,2,,,52.6,0.668,,,3.51
22-Jun,mp,rosaci,4,,,88.3,0.43,,,1.87
22-Jun,mp,rosaci,5,,,106.1,0.879,,,1.39
22-Jun,mp,rosaci,6,,,85.4,0.854,,,1.75
22-Jun,mp,rosgym,1,,,147.4,0.754,,,1.2
22-Jun,mp,rosgym,2,,,124.3,0.853,,,1.1
22-Jun,mp,rosgym,10,,,146,0.917,0.653,,3.03
22-Jun,mp,rubpar,7,,,68.9,0.572,,,2.37
22-Jun,mp,rubpar,9,,,110,0.687,,,2.8
22-Jun,mp,rubpar,10,,,97.1,0.661,,,2.46
22-Jun,mp,shecan,3,,,317,2.86,,,3.87
22-Jun,mp,shecan,4,,,109.5,0.879,0.801,1.029,3.33
22-Jun,mp,shecan,10,,,123.4,1.894,,,3.62
22-Jun,mp,spibet,8,,,60.8,0.332,,,1.21
22-Jun,mp,spibet,9,,,63.6,0.36,,,1.21
22-Jun,mp,spidou,1,,,109.4,0.788,,,3.09
22-Jun,mp,spidou,2,,,109.1,0.652,,,1.63
22-Jun,mp,spidou,3,,,119,0.682,,,2.74
22-Jun,mp,spipyr,1,,,132.1,0.735,,,1.98
22-Jun,mp,spipyr,2,,,85.2,0.511,,,1.36
22-Jun,mp,spipyr,3,,,36.5,0.774,,,2.78
22-Jun,mp,spipyr,4,,,144.6,0.938,,,1.39
22-Jun,mp,spipyr,5,,,99.7,0.616,,,1.31
22-Jun,mp,spipyr,6,,,143.8,1.134,,,2.12
22-Jun,mp,spipyr,7,,,131.2,1.091,,,1.3
22-Jun,mp,spipyr,8,,,125.4,0.848,,,2.2
22-Jun,mp,symalb,9,,,74,0.804,,,2.37
22-Jun,mp,symalb,10,,,77,0.636,,,2.41
22-Jun,mp,vacmem,11,,,86.5,0.869,,,2.61
22-Jun,mp,vibedu,7,,,217.2,1.75,,,3.79
22-Jun,mp,vibedu,9,,,133.1,0.879,,,4.34
22-Jun,mp,vibedu,10,,,260.4,1.248,,,3
23-Jun,mp,acegla,7,7,5,,4.482,7.672,7.287,3.12
23-Jun,mp,acegla,8,7,5,,3.5,,,2.39
23-Jun,mp,acegla,9,6,5,,3.3,,,2.98
23-Jun,mp,acegla,10,7,5,,4.7,3.7,,3.13
23-Jun,mp,alninc,1,4,2,,3,4,3.5,2.75
23-Jun,mp,alninc,3,6,3,,5,5.4,6.1,3.58
23-Jun,mp,alninc,6,5,4,,5.9,4.8,2.4,3.28
23-Jun,mp,alninc,7,7,5,,5.3,5.8,4,3.37
23-Jun,mp,alninc,8,6,,,7.4,5.1,3.4,3.56
23-Jun,mp,amealn,1,,,142.6,1.308,1.324,1.721,2.98
23-Jun,mp,amealn,3,,,282.6,1.917,2.21,,2.72
23-Jun,mp,amealn,4,,,192.1,1.416,1.342,0.965,2.63
23-Jun,mp,amealn,8,,,246.4,1.915,1.953,1.72,2.91
23-Jun,mp,amealn,9,,,224.8,3.767,2.676,3.091,2.61
23-Jun,mp,amealn,10,,,297.4,3.107,,,2.85
23-Jun,mp,corsto,1,,,186.4,0.833,,,2.28
23-Jun,mp,corsto,5,,,371.3,2.717,,,2.93
23-Jun,mp,loninv,3,,,147.6,1.643,,,2.53
23-Jun,mp,loninv,9,,,160,2.275,,,2.3
23-Jun,mp,loninv,10,,,111.1,0.655,,,2.01
23-Jun,mp,menfer,4,,,109.7,2.753,1.886,1.882,2.5
23-Jun,mp,menfer,10,,,196.3,1.674,,,2.92
23-Jun,mp,popbal,6,20,16,,23.7,,,3.31
23-Jun,mp,popbal,7,31,24,,28.2,27.9,28.9,3.52
23-Jun,mp,poptre,5,10,7,,15.5,,,4.05
23-Jun,mp,poptre,6,5,3,,4.7,,,3.76
23-Jun,mp,poptre,7,13,10,,10.5,,,3.59
23-Jun,mp,poptre,11,6,3,,4.6,,,3.85
23-Jun,mp,rhoalb,2,,,95.5,0.943,0.977,0.545,3.12
23-Jun,mp,rhoalb,3,,,188.6,1.487,,,2.54
23-Jun,mp,rhoalb,4,,,172,1.53,,,3.93
23-Jun,mp,rhoalb,5,,,168.6,1.204,,,2.34
23-Jun,mp,riblac,7,,,76.8,0.633,,,1.85
23-Jun,mp,riblac,10,,,93,0.76,,,3.9
23-Jun,mp,rosaci,7,,,103.2,0.868,,,2.49
23-Jun,mp,rosaci,8,,,113.1,1.228,,,3.61
23-Jun,mp,rosaci,9,,,129.4,0.915,,,4.06
23-Jun,mp,rubpar,1,,,87.4,0.544,,,2.03
23-Jun,mp,rubpar,3,,,60.7,0.474,,,2.08
23-Jun,mp,rubpar,4,,,71.2,0.638,,,1.83
23-Jun,mp,rubpar,5,,,64.3,0.697,,,2.45
23-Jun,mp,samrac,7,,,284.6,2.208,,,3.5
23-Jun,mp,shecan,2,,,136,2.271,1.192,1.427,2.6
23-Jun,mp,shecan,5,,,152.6,3.899,,,3.44
23-Jun,mp,shecan,6,,,150.3,1.374,1.122,1.033,2.61
23-Jun,mp,shecan,7,,,159.3,2.479,2,1.823,3.44
23-Jun,mp,sorsco,1,,,195.4,2.027,1.705,1.72,2.86
23-Jun,mp,spibet,2,,,49.4,0.328,,,0.66
23-Jun,mp,spibet,4,,,45,0.341,,,0.95
23-Jun,mp,spibet,5,,,67.5,0.3,,,0.76
23-Jun,mp,spibet,6,,,42.1,0.286,,,0.63
23-Jun,mp,spibet,7,,,67.1,0.476,,,0.81
23-Jun,mp,spibet,10,,,42.9,0.428,,,0.84
23-Jun,mp,symalb,1,,,101.5,0.65,,,3
23-Jun,mp,symalb,6,,,109.6,0.532,,,2.21
23-Jun,mp,vacmem,3,,,102.7,1.202,1.169,,2.2
23-Jun,mp,vacmem,4,,,108.2,1.297,,,2.44
23-Jun,mp,vacmem,5,,,82.5,0.737,,,3.35
23-Jun,mp,vacmem,9,,,53,0.417,,,1.38
23-Jun,mp,vacmem,12,,,83.9,0.714,,,3.71
23-Jun,mp,vibedu,2,,,232.6,1.22,,,2.52
23-Jun,mp,vibedu,4,,,161.5,10.5,,,3.02
23-Jun,mp,vibedu,12,,,146.1,1.087,,,1.8
25-Jun,mp,acegla,1,,,554.4,2.778,5.005,1.585,2.86
25-Jun,mp,acegla,2,,,267.6,1.126,,,2.98
25-Jun,mp,acegla,11,,,354.3,2.016,,,2.71
25-Jun,mp,alnvir,1,,,338.6,1.7,1.7,2,3.71
25-Jun,mp,alnvir,2,,,491.1,3.7,3.1,3.3,3.61
25-Jun,mp,alnvir,3,,,252.4,2.4,2.5,2,3.75
25-Jun,mp,alnvir,9,,,336.4,2.743,7.978,,3.36
25-Jun,mp,amealn,2,,,45.8,1.374,1.529,1.738,3.12
25-Jun,mp,amealn,5,,,198.2,1.776,,,2.8
25-Jun,mp,amealn,6,,,280.3,2.205,3.361,2.652,3.37
25-Jun,mp,amealn,7,,,228.9,2.524,3.555,2.519,2.65
25-Jun,mp,amealn,11,,,441.4,2.4,2.6,2.7,3.29
25-Jun,mp,corsto,20,,,424.8,3.336,1.879,,2.97
25-Jun,mp,loninv,4,,,164.6,1.421,1.308,,2.91
25-Jun,mp,loninv,5,,,119.3,1.285,,,2.46
25-Jun,mp,loninv,6,,,99.7,1.17,1.262,1.044,3.18
25-Jun,mp,loninv,7,,,228.1,0.961,,,2.86
25-Jun,mp,loninv,8,,,105.2,0.918,0.83,1.072,3.05
25-Jun,mp,menfer,12,,,280.2,2.475,1.811,1.853,3.09
25-Jun,mp,popbal,12,31,25,,52.9,,,3.08
25-Jun,mp,poptre,7,17,9,,9.4,23.6,21,3.73
25-Jun,mp,poptre,8,15,8,,20,,,3.63
25-Jun,mp,poptre,9,7,6,,6.6,,,3.74
25-Jun,mp,poptre,10,14,10,,14,,,4.43
25-Jun,mp,poptre,12,20,16,,23.5,25.6,,3.55
25-Jun,mp,poptre,13,10,8,,13.4,,,4.15
25-Jun,mp,riblac,1,,,92.4,0.715,,,2.73
25-Jun,mp,riblac,3,,,117.7,0.839,,,2.44
25-Jun,mp,riblac,4,,,127.5,1.086,,,2.17
25-Jun,mp,riblac,6,,,179,0.879,,,1.78
25-Jun,mp,riblac,8,,,95.5,0.572,,,2.12
25-Jun,mp,rosaci,1,,,76.1,0.743,,,3.62
25-Jun,mp,rosaci,3,,,86.9,0.665,,,2.72
25-Jun,mp,rosaci,10,,,186.6,11.2,,,3.09
25-Jun,mp,rosgym,3,,,75.5,1.285,,,1.75
25-Jun,mp,rubpar,2,,,101.5,8.28,,,2.91
25-Jun,mp,rubspe,3,,,123.1,1.008,,,2.36
25-Jun,mp,rubspe,4,,,109.8,0.694,,,2.59
25-Jun,mp,rubspe,5,,,166.2,1.192,,,2.9
25-Jun,mp,rubspe,6,,,102.1,0.866,,,2.78
25-Jun,mp,rubspe,8,,,212.1,1.025,,,2.29
25-Jun,mp,samrac,1,,,220.6,4.866,,,4.13
25-Jun,mp,samrac,2,,,177.6,3.977,1.992,3.29,3.54
25-Jun,mp,samrac,6,,,111.1,1.027,1.68,1.695,4.47
25-Jun,mp,shecan,8,,,80,1.923,,,4.27
25-Jun,mp,shecan,9,,,138.2,1.958,,,3.77
25-Jun,mp,sorsco,3,,,123.2,2.04,1.33,1.297,2.22
25-Jun,mp,sorsco,4,,,190.8,2.062,,,4.01
25-Jun,mp,sorsco,11,3,5,,6.1,,,4.51
25-Jun,mp,sorsco,12,,,255,2.635,3.419,2.95,3.76
25-Jun,mp,spibet,1,,,26.1,0.319,,,0.78
25-Jun,mp,spibet,3,,,57,0.343,,,0.88
25-Jun,mp,symalb,3,,,100.3,0.701,,,2.66
25-Jun,mp,symalb,5,,,78,0.616,,,2.3
25-Jun,mp,symalb,7,,,97.5,0.584,,,2.76
25-Jun,mp,symalb,8,,,146.1,1.114,,,2.5
25-Jun,mp,vacmem,5,,,99.2,0.821,,,3.62
25-Jun,mp,vacmem,7,,,113.3,0.952,,,2.73
26-Jun,mp,acegla,3,,,638.8,3.3,3.4,2.1,3.04
26-Jun,mp,acegla,4,,,336.1,1.959,1.595,1.44,4.11
26-Jun,mp,acegla,5,6,5,,6.2,3.5,3,3.6
26-Jun,mp,acegla,10,7,6,,8.2,8.5,11.5,2.89
26-Jun,mp,alninc,2,,,314.5,2.6,3,,3.6
26-Jun,mp,alninc,4,6,5,,8.1,6.4,,3.72
26-Jun,mp,alnvir,4,,,474,9.1,,,3.59
26-Jun,mp,alnvir,5,,,377.6,3,2.1,1.7,3.25
26-Jun,mp,alnvir,10,,,663.8,7.2,10.6,9.6,3.4
26-Jun,mp,corsto,2,,,384.6,1.442,0.91,1.092,3.01
26-Jun,mp,corsto,3,,,297.1,3.665,,,3.27
26-Jun,mp,loninv,11,,,241.6,1.834,,,3.4
26-Jun,mp,loninv,12,,,288.1,1.431,,,2.52
26-Jun,mp,loninv,13,,,170.7,1.214,,,1.96
26-Jun,mp,menfer,2,,,166.9,1.77,1.768,1.593,2.58
26-Jun,mp,menfer,5,,,89.3,0.888,,,3.25
26-Jun,mp,menfer,6,,,119.2,1.367,1.451,1.357,2.57
26-Jun,mp,menfer,7,,,204.9,2.154,1.363,1.866,3.61
26-Jun,mp,popbal,8,21,15,,42.2,34.1,,3.73
26-Jun,mp,popbal,9,20,13,,46.6,,,4.11
26-Jun,mp,popbal,10,22,14,,37.8,,,3.79
26-Jun,mp,popbal,13,44,29,,91.9,,,4.7
26-Jun,mp,popbal,14,37,20,,54.9,,,4.4
26-Jun,mp,popbal,15,27,17,,22,,,4.24
26-Jun,mp,rhoalb,1,,,114.5,1.291,1.328,1.079,3.55
26-Jun,mp,rhoalb,11,,,150.6,2.873,1.675,2.495,3.8
26-Jun,mp,rhoalb,12,,,190.5,1.171,2.133,1.531,3.27
26-Jun,mp,riblac,5,,,183,0.772,,,2.14
26-Jun,mp,rosgym,4,,,110.6,0.694,,,1.83
26-Jun,mp,rosgym,5,,,106.4,0.601,,,2.11
26-Jun,mp,rosgym,6,,,145.3,9.7,,,1.56
26-Jun,mp,rosgym,7,,,170.6,0.718,0.759,0.565,1.11
26-Jun,mp,rosgym,8,,,158,0.783,,,2.52
26-Jun,mp,rosgym,9,,,129.8,0.603,,,1.86
26-Jun,mp,rubpar,6,,,168.7,1.374,,,3.32
26-Jun,mp,rubpar,7,,,121.8,0.818,,,2.13
26-Jun,mp,rubpar,8,,,94.7,0.572,,,2.89
26-Jun,mp,rubspe,1,,,137.1,0.875,,,2.42
26-Jun,mp,rubspe,9,,,120.1,0.805,,,2.77
26-Jun,mp,rubspe,10,,,179.9,1.128,,,2.59
26-Jun,mp,rubspe,11,,,106.4,0.579,,,2.6
26-Jun,mp,rubspe,12,,,200.2,1.226,,,3.16
26-Jun,mp,rubspe,13,,,153,0.877,,,2.75
26-Jun,mp,rubspe,14,,,190.2,1.313,1.418,,1.84
26-Jun,mp,samrac,3,,,310,2.866,,,3.6
26-Jun,mp,samrac,4,,,441,2.597,,,2.41
26-Jun,mp,samrac,5,,,525.3,8.2,6.3,,2.8
26-Jun,mp,samrac,8,,,264,1.45,0.942,0.554,3.09
26-Jun,mp,samrac,9,,,286.7,2.349,,,3.06
26-Jun,mp,samrac,10,,,332.2,1.625,1.63,2.083,3.62
26-Jun,mp,samrac,11,,,384.1,1.993,1.6,1.597,2.72
26-Jun,mp,shecan,11,,,139,0.977,0.944,0.443,4.1
26-Jun,mp,sorsco,8,,,325.6,2,2.9,,4
26-Jun,mp,sorsco,10,,,256.8,3.132,3.178,2.553,3.19
26-Jun,mp,sorsco,12,,,401.1,3,2.1,,4.02
26-Jun,mp,sorsco,13,,,363.3,3.3,,,2.8
26-Jun,mp,sorsco,14,,,177.2,1.892,,,2.92
26-Jun,mp,spipyr,9,,,84.9,0.815,,,2.61
26-Jun,mp,spipyr,10,,,120,0.635,,,3.09
26-Jun,mp,symalb,4,,,109.2,0.582,,,2.31
26-Jun,mp,symalb,11,,,100.3,0.687,0.778,0.768,1.87
26-Jun,mp,vacmem,1,,,101,0.874,,,2.97
26-Jun,mp,vacmem,8,,,70.1,0.662,,,3.46
26-Jun,mp,vacmem,8,,,106.9,1.771,,,3.46
26-Jun,mp,vibedu,5,,,431,3.931,,,2.99
26-Jun,mp,vibedu,8,,,172.3,1.086,,,3.56
26-Jun,mp,vibedu,13,,,256.1,1.306,,,3.07
26-Jun,mp,vibedu,14,,,261,1.183,2.084,,2.19
02-Jul,afrf,acegla,11,,,466.6,2.411,,,3.25
02-Jul,afrf,acegla,12,,,335.9,1.632,,,3.12
02-Jul,afrf,alninc,1,,,233.4,0.816,1.525,,
02-Jul,afrf,alninc,5,5,3,,2.655,4.354,,2.79
02-Jul,afrf,alnvir,1,,,233.4,0.816,1.525,,3.3
02-Jul,afrf,alnvir,2,,,311,1.509,1.382,1.231,3.69
02-Jul,afrf,alnvir,3,,,338.5,1.692,2.055,1.509,2.97
02-Jul,afrf,alnvir,4,,,333.4,1.317,1.24,1.42,3.05
02-Jul,afrf,alnvir,5,,,217.6,1.294,0.915,0.888,3.01
02-Jul,afrf,alnvir,11,,,348.6,1.924,1.328,0.865,2.99
02-Jul,afrf,alnvir,12,,,339.6,1.409,1.232,1.17,3.42
02-Jul,afrf,amealn,6,,,274.7,1.536,,,2.73
02-Jul,afrf,amealn,7,,,243.4,1.432,1.036,,4.13
02-Jul,afrf,amealn,8,,,204.6,1.238,1.387,1.034,3.39
02-Jul,afrf,amealn,9,,,182.1,1.293,,,1.78
02-Jul,afrf,amealn,10,,,198,1.095,,,2.65
02-Jul,afrf,amealn,12,,,364.2,1.002,,,3.61
02-Jul,afrf,corsto,6,,,160,1.701,,,2.82
02-Jul,afrf,corsto,7,,,181,1.809,,,2.06
02-Jul,afrf,corsto,8,,,161.6,0.954,,,2.37
02-Jul,afrf,corsto,9,,,273.8,1.124,,,2.19
02-Jul,afrf,corsto,10,,,232.4,1.732,1.538,,2.86
02-Jul,afrf,loninv,4,,,122.1,0.721,,,1.64
02-Jul,afrf,loninv,5,,,120.8,1.198,,,2.61
02-Jul,afrf,popbal,4,11,8,,5.742,,,2.8
02-Jul,afrf,popbal,5,10,8,,5.96,,,2.18
02-Jul,afrf,popbal,6,7,4,,4.672,,,2.83
02-Jul,afrf,popbal,7,6,5,,4.175,1.496,,3.18
02-Jul,afrf,popbal,8,6,5,,2.499,,,3.04
02-Jul,afrf,poptre,15,,,291,2.744,,,3.46
02-Jul,afrf,poptre,3,6,8,,5.4,,,3.44
02-Jul,afrf,poptre,4,7,5,,4.4,,,3.52
02-Jul,afrf,poptre,5,6,5,,6,,,3.34
02-Jul,afrf,poptre,6,15,8,,12.7,,,3.68
02-Jul,afrf,poptre,12,10,5,,7.844,,,3.46
02-Jul,afrf,riblac,4,,,90,0.721,,,2.17
02-Jul,afrf,riblac,6,,,107.3,0.636,0.6,,2.47
02-Jul,afrf,riblac,7,,,92.1,0.799,,,2.68
02-Jul,afrf,rosaci,8,,,98.6,0.722,,,2.3
02-Jul,afrf,rosgym,1,,,101.7,0.639,,,3.05
02-Jul,afrf,rosgym,2,,,83.6,0.438,,,1.7
02-Jul,afrf,rosgym,3,,,109.7,0.649,,,1.7
02-Jul,afrf,rosgym,6,,,91.4,0.749,,,2.53
02-Jul,afrf,rosgym,7,,,150,1.077,,,2.23
02-Jul,afrf,rosgym,10,,,148.6,0.911,0.886,0.657,1.91
02-Jul,afrf,rubida,4,,,71.5,0.477,,,1.6
02-Jul,afrf,rubida,10,,,87.6,0.607,,,3.07
02-Jul,afrf,rubida,11,,,146.1,0.767,,,2.59
02-Jul,afrf,rubpar,5,,,59.1,0.463,,,1.76
02-Jul,afrf,rubpar,6,,,64.4,0.484,0.552,0.426,2.16
02-Jul,afrf,rubpar,9,,,75.2,0.621,,,
02-Jul,afrf,shecan,6,,,157,0.986,1.087,0.88,3.3
02-Jul,afrf,shecan,7,,,153.5,1.342,1.484,,3.33
02-Jul,afrf,shecan,8,,,147.1,1.841,,,3.71
02-Jul,afrf,shecan,9,,,104.4,1.139,,,2.8
02-Jul,afrf,shecan,10,,,169.5,2.444,,,2.95
02-Jul,afrf,sorsco,6,,,132,1.226,0.984,,2.65
02-Jul,afrf,sorsco,7,,,207.2,1.538,1.468,,4.13
02-Jul,afrf,sorsco,8,,,438.8,1.799,,,2.94
02-Jul,afrf,sorsco,9,,,364.2,1.271,1.407,,3.17
02-Jul,afrf,sorsco,10,,,391.4,1.295,,,2.92
02-Jul,afrf,sorsco,11,,,346.6,2.772,,,4.23
02-Jul,afrf,symalb,5,,,114.6,0.604,,,2.37
02-Jul,afrf,symalb,6,,,95.2,0.55,0.59,,1.7
02-Jul,afrf,symalb,7,,,53.5,0.278,,,1.18
02-Jul,afrf,symalb,8,,,60,0.609,,,2.48
02-Jul,afrf,vacmem,3,,,48.2,0.521,,,2.25
02-Jul,afrf,vacmem,4,,,30.4,0.293,,,1.45
02-Jul,afrf,vacmem,5,,,68.1,0.971,0.876,0.759,2.71
02-Jul,afrf,vibedu,5,,,136,1.067,,,3.61
02-Jul,afrf,vibedu,6,,,216.9,1.392,,,2.57
02-Jul,afrf,vibedu,7,,,118.5,0.856,,,1.8
02-Jul,afrf,vibedu,8,,,84.7,0.571,,,2.73
02-Jul,afrf,vibedu,11,,,123.5,0.898,,,2.84
02-Jul,afrf,vibedu,4,,,80.4,1.085,,,1.91
03-Jul,afrf,acegla,1,,,289.4,1.881,,,
03-Jul,afrf,alninc,6,8,6,,7.8,8.9,7.2,
03-Jul,afrf,alninc,7,8,7,,4.2,5.5,4.3,
03-Jul,afrf,corsto,11,,,272.4,2.348,,,
03-Jul,afrf,loninv,6,,,140.6,1.111,,,
03-Jul,afrf,loninv,11,,,159.2,2.74,1.599,3.474,
03-Jul,afrf,popbal,9,11,8,,9.906,,,
03-Jul,afrf,riblac,9,,,,,,,
03-Jul,afrf,riblac,10,,,129.4,0.803,,,
03-Jul,afrf,riblac,11,,,91.5,0.756,,,
03-Jul,afrf,rosgym,4,,,96,0.543,,,
03-Jul,afrf,rosgym,5,,,157.2,0.808,,,
03-Jul,afrf,rosgym,8,,,120.3,0.808,,,
03-Jul,afrf,rubida,12,,,106.1,0.649,,,
03-Jul,afrf,rubida,13,,,91.3,0.54,,,
03-Jul,afrf,rubpar,10,,,127.6,0.69,,,
03-Jul,afrf,rubpar,11,,,104.3,0.709,,,
03-Jul,afrf,rubpar,13,,,88.4,0.658,,,
03-Jul,afrf,rubpar,15,,,140,0.881,,,
03-Jul,afrf,rubpar,16,,,140,1.031,,,
03-Jul,afrf,rubpar,19,,,89.1,0.616,,,
03-Jul,afrf,samrac,6,,,208.4,3.365,,,
03-Jul,afrf,samrac,7,,,221,1.726,1.384,1.791,
03-Jul,afrf,samrac,10,,,169.1,2.919,,,
03-Jul,afrf,sorsco,13,,,209.4,2.246,,,
03-Jul,afrf,spidou,3,,,103.2,0.495,,,
03-Jul,afrf,spidou,11,,,129.9,0.548,,,
03-Jul,afrf,spidou,12,,,121.5,0.81,,,
03-Jul,afrf,spipyr,11,,,100.3,0.6,,,
03-Jul,afrf,vibedu,2,,,74.8,0.822,,,
03-Jul,afrf,vibedu,12,,,150.9,1.345,,,
04-Jul,afrf,alninc,12,6,3,,4.644,3.848,3.295,
04-Jul,afrf,alninc,13,7,5,,3.385,5.925,3.35,
04-Jul,afrf,alninc,14,,,319.2,1.947,1.721,,
04-Jul,afrf,alnvir,13,,,276.5,1.928,1.953,3.163,
04-Jul,afrf,alnvir,14,,,396.4,2.588,1.821,1.764,
04-Jul,afrf,loninv,9,,,179,1.555,,,
04-Jul,afrf,riblac,12,,,112.9,0.808,,,
04-Jul,afrf,riblac,8,,,143.1,0.91,,,
04-Jul,afrf,rosgym,11,,,97.4,0.569,,,
04-Jul,afrf,rubida,6,,,88.5,0.656,,,
04-Jul,afrf,rubida,14,,,131.4,1.082,,,
04-Jul,afrf,rubida,15,,,130.1,0.781,,,
04-Jul,afrf,rubida,16,,,124.7,0.793,,,
04-Jul,afrf,rubida,17,,,104.2,0.592,,,
04-Jul,afrf,samrac,4,,,180.5,1.91,,,
04-Jul,afrf,samrac,5,,,197.5,1.87,,,
04-Jul,afrf,samrac,12,,,251.2,2.45,,,
04-Jul,afrf,samrac,13,,,235.6,2.054,,,
04-Jul,afrf,spidou,13,,,159.2,0.685,,,
04-Jul,afrf,spipyr,12,,,115.2,0.576,,,
04-Jul,afrf,spipyr,13,,,152,0.859,,,
04-Jul,afrf,spipyr,14,,,108,0.507,,,
04-Jul,afrf,symalb,12,,,68.9,0.531,,,
04-Jul,afrf,vacmem,6,,,35.6,0.366,,,
04-Jul,afrf,vacmem,7,,,55,0.574,,,
04-Jul,afrf,vacmem,8,,,51.2,0.677,,,
04-Jul,afrf,vacmem,9,,,50.1,0.864,,,
04-Jul,afrf,vacmem,10,,,28.2,0.624,,,